Item_Identifier,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_years,MRP_group_Low MRP,MRP_group_Medium MRP,MRP_group_High MRP,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Categoric_Type_Drink,Item_Categoric_Type_Food,Item_Categoric_Type_Non-Consumable,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Item_Fat_Content_LF,Item_Fat_Content_NE,Item_Fat_Content_REG
FDF24,327.5736,81.5934,15.5,OUT010,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDG52,780.9834,45.7402,13.65,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
DRF36,3630.6074,189.3846,16.1,OUT045,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS45,317.5866,107.3622,5.175,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDX40,231.6984,39.7164,12.85,OUT010,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
DRK12,133.16,32.99,9.5,OUT035,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRC27,5650.6446,245.1802,13.8,OUT035,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDL58,2636.5679999999998,263.7568,5.78,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCD30,1272.3438,96.0726,19.7,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
NCZ54,324.9104,161.5552,14.65,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDE10,131.1626,130.0626,6.67,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDR44,260.9936,131.2968,6.11,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDP28,260.9936,260.0936,13.65,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDX15,3690.5294,160.6578,17.2,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDA39,1139.1838,40.2822,6.32,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDY24,1995.4026,52.9298,4.88,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDC60,1416.8224,88.3514,5.425,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDH28,265.6542,37.2506,15.85,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDT25,3552.7088,121.7072,7.5,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
DRJ13,2406.867,161.5578,12.65,OUT013,26,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
NCO07,213.05599999999998,211.956,9.06,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDW20,2956.152,124.17299999999999,20.75,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
DRF27,153.134,152.134,8.93,OUT019,28,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDS49,1649.8524,79.7644,9.0,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDX25,3101.2964,181.9292,16.7,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
NCX42,4769.1254,165.6526,6.36,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
FDG33,3435.528,170.4764,5.365000000000001,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDL56,1133.8574,86.4198,14.1,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDF14,2603.278,152.334,7.55,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCD06,605.878,45.406000000000006,13.0,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
DRM47,2293.0152,192.8846,9.299999999999999,OUT027,28,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
FDS46,119.1782,118.7782,17.599999999999998,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDB35,1929.4884,92.9804,12.3,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDX21,2074.6328,109.8912,7.049999999999999,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
NCU05,241.6854,79.9618,11.799999999999999,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
NCR38,6795.1548,251.3724,17.25,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
NCR18,639.168,42.7112,15.85,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
NCU41,3248.4382,192.1846,18.85,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDY56,7222.5984,227.6062,16.35,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
DRJ51,3225.1352,229.0668,14.1,OUT035,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDK21,3755.112,249.0408,7.905,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDY25,3440.8544,179.3976,12.0,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDU44,974.7312,163.4552,12.15,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDL43,535.969,75.367,10.1,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDF05,5259.82,262.491,17.5,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
DRF15,306.268,152.034,18.349999999999998,OUT019,28,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDL20,1779.0176,112.3886,17.1,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDV32,759.012,61.451,7.785,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDJ34,1877.556,125.9704,11.8,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDG08,3779.0808,171.8764,13.15,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDQ04,41.2796,41.5796,6.3999999999999995,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDW13,259.66200000000003,51.1324,8.5,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCI17,193.082,96.34100000000001,8.645,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
FDY03,1687.8029999999999,110.9202,17.6,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDS12,4655.9394,127.5362,9.1,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDJ55,4950.8888,225.9404,12.8,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
DRK01,1418.154,95.4436,7.63,OUT035,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDG28,1225.072,246.4144,9.285,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDY38,5359.69,231.03,13.6,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDN01,1764.37,176.237,8.895,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCR54,2553.343,195.21099999999998,16.35,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
FDG29,1006.6896,43.3454,17.6,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDG24,1081.925,85.225,7.975,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDG59,308.9312,36.7164,15.85,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDM28,2516.724,178.666,15.7,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDW04,1428.141,128.83100000000002,8.985,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDS26,2093.2752,260.1594,20.35,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDQ56,1929.4884,85.6908,6.59,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDK51,5829.7448,264.0884,19.85,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDL22,2082.6224,91.4488,16.85,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDH19,7298.4996,173.1738,19.349999999999998,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDY55,7452.9652,256.4988,16.75,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDY03,450.0808,110.5202,17.6,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDK21,500.6816,250.4408,7.905,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
FDZ10,3668.558,126.20200000000001,17.849999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDZ32,736.3748,103.1964,7.785,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
NCZ18,6088.0752,253.0698,7.825,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
NCF07,2125.2336,101.0016,9.0,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
DRE49,2277.036,153.0024,20.75,OUT017,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDJ08,573.2538,190.3846,11.099999999999998,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDT39,2267.049,151.1366,6.26,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDE08,296.9468,147.3734,18.2,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
NCD06,559.2719999999999,46.306000000000004,13.0,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
FDB57,5559.43,222.1772,20.25,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCT54,1237.7222,95.5094,8.695,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
DRF49,569.259,113.5518,7.27,OUT045,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDM25,3866.9664,174.0712,10.695,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDF20,1379.5376,198.4768,12.85,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDH27,1869.5664,142.7128,7.075,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDV60,5499.508000000001,196.21099999999998,20.2,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDY59,925.462,94.3462,8.195,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDK36,583.2408,47.9034,7.09,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCM31,1418.154,141.4154,6.095,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDE33,942.7728,80.2644,19.35,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDU36,2364.9216,99.3384,6.15,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDV13,3251.7672,87.9856,17.349999999999998,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDV20,254.3356,125.2678,20.2,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NCQ54,5895.659000000001,167.0474,17.7,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDO23,1134.5232,93.7436,17.85,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
DRE60,7696.648,224.972,9.395,OUT045,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRP47,2775.7202,250.5382,15.75,OUT017,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDB21,5317.0788,241.2854,7.475,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDR04,874.8612,98.0068,7.075,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDX23,1039.9796,92.6436,6.445,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDX19,3038.0454,235.0958,19.1,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDD40,3848.324,193.6162,20.25,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDA01,527.3136,59.1904,15.0,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDS33,2390.8878,89.1514,6.67,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDM50,1677.816,60.222,13.0,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDB29,801.6232,112.7176,16.7,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDF46,1267.0174,115.5834,7.07,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDA33,886.8456,148.0076,6.48,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDC08,452.744,228.27200000000002,19.0,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDB53,3877.6192,147.5392,13.35,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDY31,4414.254,146.6418,5.98,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
DRQ35,5448.9072,122.4388,9.299999999999999,OUT027,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
FDX36,4950.8888,223.9404,9.695,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
DRD13,958.752,62.6168,15.0,OUT017,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDC52,1956.1204,149.9708,11.15,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDB45,2404.2038,103.2306,20.85,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCK19,387.4956,194.3478,9.8,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDV51,994.7052,165.0842,16.35,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDZ35,1754.3829999999998,101.29899999999999,9.6,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCW17,3340.9844,129.9994,18.0,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
FDV59,3918.8988,216.7166,13.35,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
DRH39,306.268,76.367,20.7,OUT013,26,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
FDN60,4278.4308,158.4604,15.099999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDU55,4425.5726,260.6278,16.2,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDN58,9267.936,230.9984,13.799999999999999,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDC41,229.701,76.867,15.599999999999998,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDO01,2055.9904,129.3994,21.099999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
NCO43,3339.6528,101.3016,5.5,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDQ07,6410.3224,221.7456,15.1,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDF28,1992.0736,122.9046,15.7,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDM01,2870.9296,104.4332,7.895,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDY49,2807.0128,164.5184,17.2,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDR24,539.298,88.18299999999999,17.35,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
NCY18,4377.635,174.3054,7.285,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
NCY30,2716.4640000000004,180.9976,20.25,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDJ22,383.5008,190.9504,18.75,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
DRI37,703.0848,59.5904,15.85,OUT049,14,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDL27,1937.4779999999998,66.3826,6.17,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCO30,3307.6944,182.2608,19.5,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
NCB07,3142.5759999999996,197.611,19.2,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
FDX25,2554.0088,181.2292,16.7,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDP59,1869.5664,104.0648,20.85,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDR59,5494.8474,260.4594,14.5,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDT27,6093.4016,233.1616,11.395,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
DRI01,2586.633,174.0422,7.97,OUT046,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDU09,1255.6988,55.2956,7.71,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDH26,4093.3384,141.7496,19.25,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDH27,3163.8816,142.2128,7.075,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDN39,5033.448,166.0816,19.349999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDH40,1137.1864,79.9276,11.6,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDJ56,2696.49,98.77,8.985,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
DRN47,898.83,178.56599999999997,12.1,OUT018,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
NCO17,2756.4120000000003,118.244,10.0,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDX60,878.8560000000001,81.896,14.35,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDT22,659.1419999999999,58.222,10.395,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDX26,182.4292,182.6292,17.7,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDG45,3610.6334,211.4902,8.1,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDD44,5153.292,256.4646,8.05,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDS15,2588.6304,108.7596,9.195,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDL51,1286.3256,212.5876,20.7,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDL32,1230.3984,110.1544,15.7,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDZ07,1733.7432,60.2194,15.099999999999998,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
NCW53,384.8324,193.8162,18.349999999999998,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
NCA54,3969.4996,180.0318,16.5,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDX09,7763.228,176.437,9.0,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDO51,809.6128,41.2112,6.785,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDW49,1253.7014,178.6002,19.5,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDB27,5715.2272,195.2768,7.575,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDF45,1464.76,57.7904,18.2,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDV02,3251.1014,169.8106,16.75,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDY28,4274.436,214.3218,7.47,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDX31,5375.0034,231.7958,20.349999999999998,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDR43,1318.2839999999999,38.019,18.2,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDP51,2251.7356,119.4124,13.85,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDL52,1176.4686,37.4506,6.635,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDR44,3523.4136,130.4968,6.11,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDB34,610.5386,86.2198,15.25,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDC50,1237.7222,96.4094,15.85,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDT57,474.0496,235.1248,15.2,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
FDP22,717.7324,52.6666,14.650000000000002,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
DRE49,2580.6408,150.5024,20.75,OUT046,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDM40,2552.6772,143.2154,10.195,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDY32,3914.9040000000005,164.021,7.605,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDW07,796.9626,88.5514,18.0,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDU02,916.1408,228.9352,13.349999999999998,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
NCF18,3259.7568,191.3504,18.35,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDQ56,1677.816,84.8908,6.59,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDN58,3707.1744,230.0984,13.8,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDG35,2954.1546,173.5738,21.2,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDY34,2652.5472,166.4842,10.5,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
NCE19,1037.3164,52.7956,8.97,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
NCK31,717.7324,50.9666,10.894999999999998,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
NCJ29,426.11199999999997,86.1224,10.6,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDT59,6911.004,231.1668,13.65,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCX41,3811.0392,211.0244,19.0,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDU45,2277.036,115.3518,15.599999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDW24,48.6034,48.9034,6.799999999999999,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDF22,5770.4886,212.8218,6.865,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDM60,690.4346,40.2138,10.8,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDR02,1890.2062,110.2886,16.7,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
DRP35,3195.84,126.2336,18.849999999999998,OUT027,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
FDS48,1504.7079999999999,150.1708,15.15,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
NCZ42,711.0744,238.3248,10.5,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDZ38,4311.055,174.2422,17.6,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDH19,521.3214,175.4738,19.35,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
